,Cover_Type
543594,2
81215,1
216145,7
460647,7
85808,2
247743,6
39673,1
162567,1
217143,2
177280,1
475768,2
488465,7
500417,1
216234,2
325489,3
90277,2
299854,1
301803,6
368698,2
186222,1
29856,2
127639,2
503273,2
535050,1
450912,7
451771,2
186608,1
558929,1
367733,2
571532,2
204872,1
249582,2
471273,1
33901,2
162069,2
140900,2
11992,6
419025,2
144856,2
88221,2
209115,1
247090,6
21546,2
522219,1
42378,1
553156,7
302644,2
134523,2
344396,1
371029,5
322481,1
437762,2
349893,2
483540,2
340999,1
284228,6
210793,2
355839,7
134433,2
549529,1
526640,1
529960,1
442003,1
250336,2
186334,1
497533,1
312044,1
489751,1
102580,1
517460,2
15479,2
219060,2
3382,3
28412,2
99536,1
162382,2
195324,1
112053,2
183017,2
506734,2
107722,2
515618,2
534463,2
217067,2
106245,1
263568,2
329312,1
373675,2
401584,6
482324,1
443044,1
506159,1
216616,1
48409,2
567467,2
579717,3
201638,2
132254,2
407793,1
81068,2
522285,1
48871,2
208831,1
236427,6
295350,2
65801,1
347224,2
470153,2
25873,2
545518,1
204768,1
241706,2
214104,5
292247,3
81313,2
441864,1
103415,1
173699,2
376359,2
469572,1
537081,2
438591,1
123116,2
432855,1
386231,2
102501,2
511512,2
126715,2
528141,1
275184,1
194381,5
81293,2
440801,1
174268,2
80867,2
127186,1
398738,2
301502,1
269573,3
290743,6
318480,2
213599,1
219967,1
168819,2
335624,2
519567,1
113206,2
318201,1
82031,2
172108,5
59373,2
182688,1
29894,2
494956,1
369253,2
512386,1
354497,2
504119,1
118579,2
37174,2
191751,1
65449,2
408521,1
48525,2
251918,3
194062,2
433710,1
473069,2
69593,2
553751,2
30313,2
312398,2
206954,1
206243,1
132219,2
179169,1
141466,1
45450,2
363353,3
399777,1
11349,5
465563,1
36226,1
249215,1
233204,2
111832,2
214111,5
196387,1
400821,5
294138,3
14682,7
425929,1
273398,1
273056,1
514799,1
278035,1
1389,5
3087,4
353387,7
142199,2
539479,1
48756,2
445687,2
521346,1
566536,2
514377,7
398774,2
42527,2
201380,2
70046,1
480371,1
236353,6
440422,1
412247,2
31589,2
412640,2
156278,1
384254,2
558978,3
461822,1
92682,2
383453,7
279579,3
71796,2
150003,2
483273,1
220952,2
510918,1
495207,2
394018,2
60711,2
440606,1
161048,2
32130,2
300954,6
9755,1
480360,1
165586,2
225906,1
389262,2
83735,2
563398,2
508776,1
545014,2
471380,2
492715,1
497374,2
199445,2
277374,6
2923,5
7746,2
146155,2
85645,1
2761,6
358995,2
232475,6
333523,2
29697,1
346507,6
475049,2
570785,2
332813,2
517548,1
450480,1
103168,1
323402,2
504337,1
23797,2
110128,2
23066,2
325447,3
190692,1
550764,2
210940,1
255014,3
100255,1
39111,2
374904,2
401528,3
18491,2
336133,1
297375,6
58800,1
533848,1
254001,5
93877,2
295859,6
153276,1
109998,2
199626,2
119592,2
313309,2
183189,1
306246,6
115527,2
454922,1
322569,5
470374,7
178987,1
158879,2
411375,1
88007,2
49507,2
294236,1
458289,1
312613,1
195083,2
216787,2
254985,3
439911,1
284276,6
471793,2
430039,1
453213,2
311074,1
18719,2
216782,2
102901,2
66957,2
72319,1
32977,2
555037,2
344408,1
17362,2
483923,1
174668,1
428347,5
245299,1
156548,1
467422,2
325792,2
508876,1
66606,2
426619,1
33601,2
111420,2
101805,2
445364,7
544984,2
448998,1
162024,2
573268,3
284066,3
341717,2
42577,1
168419,2
496463,1
409122,1
15995,2
210234,2
218070,1
150596,2
224065,2
486111,2
103265,2
382595,2
388572,1
157281,1
510062,1
288231,6
508348,1
472455,1
57208,1
400611,1
416168,1
441734,1
51032,2
54229,2
345797,2
391747,1
236448,7
161165,2
242937,6
70203,2
164875,2
423898,1
494227,2
54766,2
105092,2
185234,2
83840,2
538636,1
579867,3
37791,1
329018,1
462771,1
403755,1
94683,2
400163,2
224110,2
467913,1
558486,2
309759,1
98636,2
82501,2
495296,2
256542,2
5725,6
523182,1
81723,2
446160,2
501463,1
237475,1
555628,2
311047,2
356929,2
295813,2
542958,1
544634,1
164543,1
577071,3
518887,2
304362,1
383239,2
18664,2
381254,1
227564,2
528594,1
156885,2
553651,2
337174,1
543839,2
29839,2
114518,2
365181,2
409973,1
246465,1
512631,1
130279,2
63775,1
367160,1
311903,2
335231,2
184521,1
222366,2
173564,2
101962,1
213906,1
249202,2
426440,1
335131,2
132573,2
14170,7
307440,2
409540,1
489211,2
355915,2
48649,2
555183,1
18845,2
443266,2
204229,2
405364,1
352246,2
382200,2
318119,1
76103,1
418133,7
93946,1
562130,2
66662,2
104999,2
340449,2
75167,2
465271,1
544106,1
308674,2
436349,1
399478,3
128260,2
454694,1
272580,2
109178,2
179606,1
375311,2
114515,2
43182,1
230907,2
545643,1
445444,1
185486,1
354513,2
178227,2
172532,2
291816,1
436364,1
141887,1
274964,3
319482,1
522608,1
537904,1
373336,6
95510,2
52458,2
198816,2
311746,2
343884,2
443660,2
547846,2
292681,6
139860,2
506183,2
23239,2
127695,2
342660,2
246861,2
10142,7
547512,1
79384,2
105368,2
26479,2
433707,1
127604,2
323323,2
218940,1
492883,1
518725,1
401760,1
228418,2
188111,2
145106,2
346773,1
25004,1
462573,7
555988,2
545194,1
185379,2
250913,1
233222,2
148763,2
265378,3
308512,2
216913,1
381269,2
211363,2
103225,2
201173,1
346164,2
143931,1
200520,2
401928,7
33837,1
222701,2
463693,1
243388,2
292982,2
431985,2
433821,2
574671,3
278279,3
328717,2
181329,1
356370,1
174526,1
487352,1
147004,1
499094,1
516430,2
221190,2
353475,2
234058,7
467836,2
167794,2
95492,2
67024,2
162056,1
73650,1
454808,2
512341,1
430074,1
138964,1
358768,2
45043,2
425745,2
371947,1
112513,2
532493,1
506982,1
178819,2
150996,1
260064,3
203086,1
55527,2
238244,2
313049,6
343071,1
282916,3
189351,2
133331,2
448547,1
21917,2
467202,1
557726,2
344129,1
204080,2
561804,2
172038,1
422096,1
385790,1
438006,1
477544,1
280743,3
204747,1
184668,2
519146,1
248426,2
275180,1
392088,2
260224,1
279299,2
417592,1
558820,2
573113,3
329854,1
518090,1
348150,2
178734,2
573157,3
350472,5
260992,2
114984,2
191575,2
542456,1
187238,2
29429,2
368446,1
417562,1
573457,3
420937,2
374585,2
253874,1
511923,1
334085,1
415558,1
472034,1
213412,7
78353,2
74748,2
495594,1
188623,1
478517,2
447020,2
389260,2
403131,1
397861,2
86758,1
134153,2
134790,2
525629,1
170803,2
251662,2
460386,1
491814,1
449829,2
164938,2
394072,3
530731,1
270930,1
353681,6
450461,1
423909,7
36128,2
425982,1
63604,2
200606,1
226429,2
388552,1
312536,1
129781,2
327412,2
261952,1
15045,3
510630,7
244342,2
283278,2
519811,2
270140,3
517010,7
516051,1
129083,2
64397,2
99268,2
96185,2
575417,2
138969,1
8788,6
496986,1
187163,2
427125,1
449608,1
337436,2
490630,2
75932,2
77804,2
313984,2
321553,2
78917,2
412626,5
20328,2
351457,1
456083,7
558592,2
288936,1
219771,2
417693,1
447251,7
502299,2
61079,1
229062,2
557574,2
561046,1
137522,1
80006,2
279865,2
290662,3
149384,2
105220,2
445388,1
230713,1
99608,2
282526,3
122087,1
61883,1
309490,1
142531,1
362386,1
281001,2
67859,2
337583,1
332423,2
290683,3
407342,1
76648,2
208339,1
403535,2
493752,2
123454,2
548687,2
501159,2
26960,2
319518,2
78717,2
27056,2
239267,3
378060,7
293985,6
41951,2
259047,3
235800,2
549088,2
186243,1
248666,2
462022,1
487285,2
548024,2
129180,2
260114,3
99724,1
433499,1
18666,2
237695,2
279516,3
2150,6
321958,2
537763,1
133913,2
354372,1
535200,1
303215,6
100059,2
224085,2
518146,1
138413,2
343976,2
469051,1
379157,1
243512,3
72491,1
340366,1
406994,6
500452,2
361765,2
330976,2
405916,7
145435,2
395610,2
266426,1
518687,1
216990,1
558787,5
287323,1
417134,2
186762,1
262163,3
336083,2
254890,3
278997,3
313672,3
377139,1
197324,1
535911,1
317413,2
439446,2
308567,2
227616,2
562192,1
381891,2
523419,1
259911,2
478114,1
503314,2
99346,2
204347,1
49159,2
553299,2
1877,5
421045,1
431314,1
258132,2
253260,1
373209,2
81686,1
281865,3
538355,1
192750,1
407138,1
577582,3
523416,1
301296,6
172059,2
90730,2
11644,2
485216,7
374241,7
61354,1
348374,2
309572,2
192784,1
387653,5
66591,2
343269,2
546283,1
209340,2
497684,1
28142,2
452258,2
534836,1
88972,2
570014,2
155508,1
310955,1
368678,2
436093,1
476593,2
108636,2
123893,2
350350,1
494902,2
97669,2
151879,2
16430,2
143470,2
139763,2
43033,2
415756,1
282829,2
527055,1
466356,2
170348,2
414838,1
348072,2
349602,2
486804,2
21556,2
21225,1
462549,2
181435,2
161381,2
310099,2
145988,2
451955,1
439099,1
155883,2
424345,1
397511,1
330476,1
461914,2
209121,1
330332,2
529435,1
316751,2
234893,6
411733,2
449085,1
383452,1
106841,2
125486,2
443949,1
291230,6
452723,2
508323,1
301794,6
365693,1
115793,1
104204,2
199630,2
15392,1
93762,2
304556,2
324779,3
65565,2
156544,1
46676,2
204646,2
42876,2
40727,2
544041,2
568099,6
436522,1
543115,7
408666,1
282307,1
542006,7
465236,1
1196,5
133460,2
376433,3
77931,2
531746,2
81244,1
237003,1
194595,2
561105,6
440260,1
3349,5
168993,2
275976,3
250886,2
28003,2
183723,1
470993,2
433804,1
438144,1
511845,1
140359,1
445227,2
545441,2
509888,1
500526,1
151333,2
186276,2
353022,3
236183,1
248774,3
401606,1
478757,1
360012,2
375364,1
244684,2
177814,1
316353,2
272455,1
471130,2
139410,2
274929,3
572763,3
298651,1
135475,2
521335,2
228823,2
198908,1
536806,1
166288,1
243300,2
298325,1
295083,3
363108,2
5381,6
453802,2
440213,1
338523,1
154624,2
182669,1
501557,1
353452,2
322946,2
330745,1
518624,1
118023,2
74967,2
534520,1
275831,1
326751,2
453420,7
305482,2
226114,2
393729,1
189551,1
310645,2
169415,2
480481,1
204763,1
407697,2
34998,1
567732,2
412271,1
331042,3
341342,2
79437,2
407121,1
417875,2
533643,2
432861,1
319294,2
357782,2
341487,3
562573,1
314484,1
16011,2
523330,1
84675,1
87,2
109116,2
329484,2
6875,3
400849,3
323666,2
527681,1
415986,1
302801,6
33218,2
175055,2
570691,2
324344,2
334108,1
351374,2
403405,1
113740,1
253783,3
4269,5
375293,2
529018,7
212108,1
350360,1
18404,2
105502,2
393352,2
454492,1
297146,2
46150,2
125569,1
557249,2
99779,2
222727,2
248747,3
41297,1
503004,7
264542,4
329982,1
564914,2
120961,2
470922,1
420896,1
266382,6
398018,2
98204,2
316934,1
264627,3
505555,2
161561,1
9982,7
422194,1
213804,2
338003,1
414441,1
131347,2
13245,3
311730,2
516167,1
578863,3
250124,1
391815,2
388025,7
136911,2
483550,2
322306,2
50414,2
52230,1
8081,7
362378,1
194586,2
557434,2
254230,3
47088,1
148676,2
270805,1
546531,1
103248,2
3549,3
11941,5
117245,2
399818,7
315467,2
309747,1
103639,2
419708,1
469314,2
269279,1
63496,2
140681,2
489072,1
427752,2
109902,2
54888,2
425415,1
128351,1
410554,2
75861,2
145732,2
170057,2
416943,1
367963,2
421466,2
60101,1
182409,1
59936,1
103247,2
88831,2
493986,1
109721,2
284649,3
508228,1
431868,1
338883,7
406577,1
120113,2
158778,1
554353,1
183029,2
404791,1
181146,2
136250,2
144495,2
192600,2
553276,1
227168,6
338266,1
212945,2
291959,1
223273,2
172099,2
40962,2
262645,3
149854,1
113308,5
68336,2
23485,2
392360,1
281377,3
365072,6
156809,1
59427,2
10874,3
92387,2
154614,2
171422,2
358638,1
208629,1
278039,1
488574,1
3144,1
507465,1
334411,1
512018,2
448593,1
18602,2
403074,1
249333,3
270514,5
526149,1
416223,1
407131,1
196542,1
297548,2
566599,2
430115,1
250624,3
558800,3
504019,2
573422,3
337415,3
224343,2
297,1
204065,1
397606,2
465471,1
5923,6
527804,2
301501,1
36569,1
539763,7
495968,1
420988,1
264106,3
198705,1
137031,2
126143,2
563333,2
477590,2
233477,2
231253,5
268284,3
217179,2
199004,2
460952,2
80246,1
307677,6
342752,6
323575,1
75862,2
197590,2
150626,1
413203,3
17024,1
77329,2
11129,3
132440,2
458869,1
329733,1
159984,1
541191,1
264896,5
465922,1
247825,2
394224,1
11900,7
451139,1
103867,2
192164,1
305558,2
455980,7
152188,2
313522,2
570046,3
243914,1
546452,2
346220,2
89189,2
308383,2
32996,2
565444,2
204554,1
414144,1
330447,1
569748,3
361562,3
294106,6
84561,2
452434,1
134848,2
345162,5
153668,2
362844,1
94387,2
99874,2
378807,1
263902,2
526881,2
233170,2
371205,1
399227,1
106216,1
178026,2
313254,2
188181,1
325392,2
404265,3
31067,2
528323,1
40065,1
234554,7
403824,1
291694,3
124114,2
461319,1
389270,2
369175,7
72511,1
564554,1
346654,2
449676,1
328225,3
205306,1
565677,2
255687,1
250880,2
448280,1
322383,1
276403,2
450814,2
189763,1
48584,2
331214,1
307652,6
335635,2
253678,3
18418,2
50423,2
505662,2
546355,1
286109,1
80444,2
144268,1
341987,2
277992,1
574552,3
152046,2
33834,1
528497,1
29299,1
568966,2
169168,2
287309,2
48034,2
83696,2
552493,2
312001,1
183803,1
312477,2
107187,2
575865,3
63994,2
131920,2
438276,1
360127,1
507971,7
187298,1
459431,2
552146,2
142105,1
425448,1
160687,2
462435,2
65414,2
188618,1
431564,2
226303,1
385550,2
410921,1
152755,1
578832,3
78605,2
35753,2
121855,2
439249,1
111621,2
260817,1
365442,2
319472,1
410959,1
241272,5
311487,1
234827,1
401728,1
426006,1
111697,2
201326,2
482419,1
550269,2
44796,1
364151,1
307911,1
24382,2
350341,1
250119,1
446903,1
466210,1
28127,2
197952,2
181379,2
555181,2
495409,1
239812,1
4403,4
526282,1
252685,2
255267,2
406766,1
311353,2
210314,1
131687,1
284292,7
460990,1
176365,2
341411,2
29568,2
279800,1
58747,1
530722,1
336750,3
338613,1
151740,1
580423,3
387735,1
122786,1
412017,1
419886,1
42292,2
533661,1
311542,2
187980,1
139427,2
184701,2
273854,3
382137,1
307327,1
28320,2
3735,4
533257,7
427948,2
510328,2
125230,2
60493,1
152634,2
173295,2
53176,2
410980,1
493762,2
117332,2
332732,1
328185,2
544970,1
70317,2
131343,1
437445,2
182940,1
241639,1
407672,3
168946,1
118989,2
461161,7
131253,2
244693,2
254362,3
247673,3
510764,1
403585,3
372508,1
30807,1
566240,2
192199,2
382603,1
509865,1
351333,1
7448,2
213619,1
173587,2
230772,5
327868,2
165485,1
77792,2
38698,2
333738,1
76923,2
506421,1
455739,1
21569,2
260563,3
84398,2
303948,1
363262,2
22653,2
194647,2
511977,1
345989,1
527540,1
538651,2
55774,2
199783,1
45741,2
200644,1
50446,2
78982,2
371577,2
530486,2
217551,1
509157,1
313720,1
353263,2
37796,1
571734,3
531710,1
327742,1
167204,1
255353,2
272718,3
301599,2
578533,3
578233,3
68978,2
492035,2
314537,1
444675,1
123697,2
396573,1
73595,2
335829,2
239415,5
126870,2
97720,2
529566,1
8775,6
307509,2
421345,5
507209,1
61998,2
190914,2
451029,1
292639,6
173588,2
269562,2
237134,1
507019,1
492303,1
379432,7
554816,2
235575,1
419962,2
264535,3
103140,1
420769,2
198318,2
93555,2
550159,1
266140,2
29168,2
513393,7
299738,6
198518,2
261408,2
157251,2
489744,1
275263,2
261310,2
300613,1
491155,2
481336,2
578480,6
479132,1
258957,3
430976,1
118753,2
481551,1
453164,1
225693,2
502563,1
317392,2
562326,2
40074,1
513602,1
550355,2
295778,1
75728,1
554820,2
127548,2
55491,2
35051,1
53487,2
449347,2
150719,1
272813,6
300941,6
545787,2
78583,1
575780,2
356181,1
3897,4
25471,2
52226,1
269375,2
161776,2
491225,2
36205,1
188768,1
112142,2
153695,1
457714,7
23736,2
400233,6
217515,1
522384,1
223699,2
270413,1
536972,1
337198,1
54024,2
120701,2
408755,2
184665,1
387097,1
267625,3
26421,2
113067,1
435900,1
392725,2
211458,1
113719,2
433343,1
542884,1
352115,1
112302,2
357709,7
70108,2
274033,1
484781,2
418884,2
116380,1
113877,2
296136,2
314394,1
115943,2
362211,1
141357,2
393793,1
346556,1
390882,3
80101,2
157207,2
8660,2
38147,1
333642,1
472437,2
266052,1
190046,2
169711,2
410188,1
455199,1
326820,2
474544,2
465674,1
556499,1
2232,6
13036,6
301542,2
244532,3
410198,1
148323,1
514279,1
299649,3
175108,2
369351,2
159304,2
71059,1
570761,2
483623,1
154585,2
249433,3
45143,1
303295,6
325281,1
112204,2
380930,2
128333,2
454203,1
197948,2
239347,1
187013,1
556186,2
446158,2
328075,2
359300,1
300107,6
449049,1
184576,2
537931,2
179298,2
454487,1
206793,2
544804,1
93336,2
64720,2
42631,2
436973,2
207135,1
539879,2
102994,5
149353,2
326752,2
348468,1
289081,2
561542,2
457856,2
259502,3
475044,2
43546,1
438921,1
336002,3
478554,2
282820,5
22931,2
379457,7
436220,1
16502,2
498377,2
2129,3
339282,2
150624,1
340137,5
19284,2
128415,2
122028,2
262536,2
167311,2
69631,2
553732,2
105838,2
30061,1
372307,1
391354,2
326066,2
86111,1
242958,6
542668,1
20083,1
167489,1
251046,2
443296,2
428578,1
338651,1
8924,1
43052,2
114192,2
366247,1
192144,1
543333,2
119747,2
170529,2
427311,2
108827,5
99179,1
572058,2
70824,2
360628,2
66094,1
203859,1
423263,1
305113,2
13940,5
447424,2
308378,1
557269,2
319842,2
570550,2
286171,2
209456,1
171483,2
567837,2
291998,2
424604,2
241593,6
553834,2
20733,2
94435,2
267034,2
546176,2
178624,1
14461,7
117991,2
81876,2
231606,7
244752,2
33947,2
434521,1
125939,1
5715,4
20847,2
271023,5
110330,2
571507,2
284761,3
196743,1
307152,6
45199,2
267508,5
24904,2
87220,2
105562,1
414301,1
485401,2
195331,1
414091,1
393077,2
107430,2
73739,1
47958,1
485221,7
77918,2
329104,1
390421,1
129334,2
444632,1
252343,2
122048,2
554713,2
258016,2
189989,2
537519,1
93831,1
377878,2
501642,1
249991,3
83047,2
303178,2
575175,3
471035,2
460467,1
262667,3
570669,2
474075,1
476291,2
519361,2
130689,2
83196,2
195327,1
486032,1
132416,1
152359,2
510084,1
469414,1
274801,1
462918,2
369043,2
567778,3
571320,2
454232,2
361547,3
380873,2
519936,1
83464,2
184541,1
76412,2
243927,2
576433,6
568827,2
510963,2
264718,1
18630,2
164407,2
244014,3
105773,2
155526,1
334944,2
536741,1
174816,2
345130,2
383057,3
69208,2
91306,2
179171,1
484198,2
198881,2
507516,1
428208,2
551501,1
137458,2
146708,1
353145,1
217668,2
65590,2
118519,1
448978,7
11892,5
263825,1
274692,2
29132,2
292114,3
167268,2
12068,3
383217,1
569921,2
333181,2
578639,3
554747,1
255257,2
101978,1
229958,2
259401,5
116822,1
30004,1
559674,3
107153,2
495075,1
569775,2
416965,1
357330,3
485074,1
342489,1
158793,2
52898,2
73175,1
449575,1
154623,2
308158,6
561960,2
213847,2
560209,1
328248,3
357469,1
102502,2
496057,1
536443,7
262679,3
161709,2
514105,7
493720,2
490974,1
64239,2
333900,2
484368,2
169760,2
123175,2
183050,2
84503,2
47554,1
481726,1
139862,2
411475,1
386329,2
163369,2
545463,1
62569,2
478579,2
140509,2
398893,1
265166,1
382566,1
218915,1
216772,2
289026,2
356548,2
554600,2
48309,1
242846,2
11322,3
441774,1
430659,1
258085,2
185100,2
566321,2
367929,1
509807,2
234593,1
128284,2
353812,1
422608,1
529725,1
254267,3
34078,2
237073,2
104879,2
266919,2
123776,2
153957,1
521248,1
327368,2
122349,2
5595,3
119111,1
564819,2
365683,1
47483,1
423948,2
396238,2
182512,2
212397,1
385838,2
46362,1
85965,1
462417,2
117127,1
235702,2
124274,2
324753,2
289715,3
835,2
395588,2
488049,2
348427,2
515941,2
464312,1
554562,1
69481,2
543733,1
303939,1
55283,1
431747,1
325662,1
225337,3
112534,2
340142,3
73670,2
273023,2
466655,1
431000,1
98438,2
175155,2
315421,2
129696,2
212432,1
29327,1
158957,1
494836,1
526167,1
198978,2
314303,1
469621,2
144846,2
393613,2
397728,1
236550,5
145383,1
256223,3
6085,6
325388,2
422270,1
291484,2
207482,1
493202,2
195287,2
416262,1
548423,2
329768,1
303957,2
371271,2
143852,1
560248,2
161,1
30085,2
242593,1
390095,2
90138,2
84088,1
251726,2
194523,1
438360,1
542060,2
440037,2
40057,1
383757,3
225467,2
341504,2
45497,1
562160,1
319785,2
102660,2
410233,1
98651,2
91591,2
507522,1
44260,2
185117,1
394487,1
365195,2
249617,2
442482,1
211927,2
352979,2
175962,2
280403,1
545842,2
430409,1
410721,1
356284,2
228980,2
112732,1
21819,2
199426,2
440222,1
259251,2
57434,2
442137,1
416226,1
350919,1
150877,1
491785,2
136249,2
285358,6
203063,1
214838,1
494983,1
359062,2
195168,1
415702,1
480225,2
379873,7
21888,2
567363,2
351405,2
84769,2
235076,1
270632,3
276932,2
552854,1
576190,6
296129,1
203558,1
6767,5
150437,1
343298,2
226473,2
414470,2
511644,7
113811,2
575699,6
391391,2
273226,3
75752,2
445160,1
46208,2
269011,2
499285,1
554279,2
242623,1
385964,1
280541,2
30995,2
275007,3
214290,1
173075,2
206944,1
315116,2
575911,6
496180,2
574718,3
286679,1
572697,2
422999,2
115961,2
401492,2
334523,2
545192,1
31761,2
190227,1
82742,2
199238,1
387021,6
388035,1
352998,3
435916,1
352873,2
78427,2
296423,6
188834,2
514478,2
419347,1
264292,2
92615,2
372966,2
355319,2
289351,6
110854,2
359626,2
128428,2
294830,2
90836,2
451166,1
36711,2
113481,2
267168,3
519995,1
280404,2
342283,1
366642,2
559675,3
286972,3
515834,1
169467,2
70848,2
453585,1
489098,1
147873,2
123450,2
184060,2
488706,1
439353,1
359808,3
246897,1
162806,2
483415,1
488032,2
197652,2
180826,1
444914,2
396837,1
344715,7
69383,2
521242,1
222993,2
279991,1
86656,2
239318,3
433154,1
116375,2
493041,1
433938,1
563082,2
193429,1
105351,2
434207,1
170200,2
445837,1
315744,2
240362,5
278543,6
551365,2
31544,2
499881,1
514830,1
440477,1
400703,1
63998,2
9067,2
496802,1
395445,3
264600,3
111610,2
337353,2
335923,1
390245,3
257145,2
335919,2
38473,2
161797,2
104758,2
2147,5
499035,7
496731,2
269698,3
302223,6
297528,2
141865,2
438564,1
504358,2
203088,1
555205,2
60786,1
235560,1
49904,2
304099,2
385834,2
559496,3
191936,1
113670,2
541326,2
348792,3
186388,1
199930,2
188348,1
361796,1
212466,1
363831,2
239763,6
245050,6
266351,3
577146,3
254020,2
358411,2
463140,7
143701,2
333727,2
515987,1
153543,2
250097,7
289661,6
577604,3
359006,2
57465,1
286094,1
141148,2
298875,3
457546,1
406400,1
256720,3
537646,2
390892,5
234947,6
472527,7
345170,5
72662,2
145311,1
21915,2
212893,1
142752,2
557892,2
138438,2
297913,1
44555,2
499851,1
80409,2
471356,1
413243,2
580826,3
417586,1
330837,2
106224,1
